,Id,Name,State,Top Category,Creator,Location,Goal,Pledged,Backers,Duration in Days,Facebook Connected,Facebook Friends,Facebook Shares,Creator - # Projects Created,Creator - # Projects Backed,Latitude,Longitude,region
5611,385492985,Rep&Red Artists' Starter!,failed,Comics,Amanda Miller,West Philadelphia,3000,1349,34,29,No,,58,1,0.0,39.9731884003,-75.2230949402,Pennsylvania
5612,1989749852,JUANJO GUARNIDO IN THE FREAK KITCHEN,successful,Film & Video,Steven Morger,Lafayette,90000,142674,426,34,No,,4976,1,8.0,37.8984375,-122.12341690059999,California
5613,1254640116,Burghatory: A Television Pilot,successful,Film & Video,Paul-Anthony Navarro,Pittsburgh,3500,3560,32,29,No,,311,1,0.0,40.4323062897,-79.9538764954,Pennsylvania
5614,1238930383,Disillusioned: The Series,successful,Film & Video,Matt Marcy,Los Angeles,22500,22899,186,31,Yes,2138.0,730,1,6.0,34.018239975,-118.39637756350001,California
5615,1706249762,George Kahumoku Jr's Masters Of Hawaiian Music Film Series,successful,Film & Video,David Barry,Kihei,60000,63357,500,43,No,,2288,2,0.0,20.7234191895,-156.441696167,Hawaii
5616,1945521020,Alvie - Senior Thesis Film,successful,Film & Video,Nate Hapke,Syracuse,1000,2832,164,14,Yes,474.0,253,2,10.0,43.041278839099995,-76.1411743164,New York
5618,181609383,Wing Commander Music Orchestral Recording Project,successful,Games,George Oldziey,Austin,35000,42113,588,29,Yes,1308.0,1274,1,2.0,30.326808929400002,-97.7589683533,Texas
5620,398117432,Recalculating: Rediscovering the American Dream -Documentary,failed,Film & Video,Nick Colicchio,Boston,15000,4433,33,29,Yes,225.0,310,1,3.0,42.3323383331,-71.04561996460001,Massachusetts
5621,2107917298,Rooted and Built Up in Him : Songs from Colossians,successful,Music,AugustGateMusic,St. Louis,4000,4312,100,29,No,,191,1,0.0,38.6356201172,-90.3082389832,Missouri
5622,1850268581,Original Art Cyberpunk Tokens,failed,Games,Bobby Picker,Edwardsville,2000,625,18,29,Yes,313.0,13,2,8.0,38.8193721771,-89.9441223145,Illinois
5623,1608097779,Secret Ships Caravan: A Nomadic Shop for Global Design,successful,Fashion,Sara Hartmann,Somerville,7000,7033,94,29,Yes,381.0,249,1,4.0,42.391500473,-71.1004638672,Massachusetts
5624,901052900,The Mariner's Revenge: A Film Set to Music,failed,Film & Video,Michael Wiggs,Savannah,5000,1172,35,38,Yes,603.0,235,2,2.0,32.049282074000004,-81.0989532471,Georgia
5625,74924759,Men In Heels - 5th Annual Walk a Mile in Her Shoes Asheville,failed,Art,Our VOICE - Walk a Mile Asheville,Asheville,500,250,6,25,No,,254,1,0.0,35.5483436584,-82.5559043884,North Carolina
5626,620662542,YOU ARE NOT ALONE 2,successful,Comics,Andrew,Reading,2000,3710,87,29,Yes,210.0,490,8,25.0,40.3450965881,-75.9416809082,Pennsylvania
5627,1059385200,The Borderlands: A Villagers & Villains Game Expansion,successful,Games,C. Aaron Kreader,Evanston,1500,5905,178,39,Yes,451.0,88,4,6.0,42.050825119,-87.69761657709999,Illinois
5628,1812563392,UBA: Beyond The Snorkel,failed,Design,Philadelphia Holdings,Tucson,50000,6380,95,47,No,,200,1,0.0,32.1805992126,-110.8912467957,Arizona
5630,697418859,"Entrepreneurs ""Re-Baking"" the Warszawa Historic District!",successful,Food,Thee Six5 Bistro,Slavic Village,6500,6525,59,59,No,,166,1,0.0,41.4580078125,-81.6474304199,Ohio
5634,1434651597,Bridget Fitzgerald: Two Sides of a Coyne,successful,Music,Suspicious Motives Records,Boston,5000,6476,112,29,No,,598,1,3.0,42.3323383331,-71.04561996460001,Massachusetts
5635,1970410223,Cats! Cafe! Let's Bring a Purrfect Combination to LA!,failed,Food,Carlos Wong,Los Angeles,350000,9553,359,38,Yes,197.0,3357,1,0.0,34.018239975,-118.39637756350001,California
5636,1068092491,Infinity Blanket,failed,Design,Julia H,Laie,5000,827,13,29,Yes,796.0,49,1,0.0,21.6353292465,-157.93464660639998,Hawaii
5637,955055815,Restarting the Street Food Revolution,failed,Food,Marc Boyett and Kathleen Armistead,Chico,85000,260,7,59,Yes,24.0,40,1,1.0,39.7509269714,-121.82751846309999,California
5638,503233501,ATLAS- An autonomous heavylifting multicopter project,successful,Technology,Sean Foster,71270,1200,1483,23,19,Yes,381.0,30,1,2.0,32.493969,-92.627533,Louisiana
5640,370342347,WildEarth WoodFired Mobile Pizza Bakery,successful,Food,Daniel Wilder,Minneapolis,6000,8875,71,29,Yes,379.0,369,1,2.0,45.023744583100004,-93.2645683289,Minnesota
5642,932790951,Support ‘Aumākua Guardians of Hawaii,successful,Comics,Christopher Caravalho,Honolulu,4000,4683,47,29,Yes,106.0,533,1,1.0,21.4446516037,-157.8796310425,Hawaii
5645,1396834916,Help Kickstart Support for Laura's Specialty Jams & Jelly's,successful,Food,Laura Ivec,Cleveland,500,701,17,59,Yes,215.0,115,1,2.0,41.5018901825,-81.6546592712,Ohio
5646,1281944945,ORNATE Playing Cards: White Edition,successful,Design,House of Playing Cards,New York,30000,118111,1094,34,Yes,324.0,553,2,4.0,40.706577300999996,-73.8823738098,New York
5647,2046537489,KanakaMusic,failed,Technology,Kainoa Keanaaina,Waipahu,19500,3621,28,46,Yes,1521.0,239,1,3.0,21.3854980469,-158.0154342651,Hawaii
5649,1359359163,Ember – The Night Photography Tool for iPhone,failed,Technology,Jedd Goble,San Francisco,30000,22407,287,29,Yes,799.0,1860,1,13.0,37.7776432037,-122.4472618103,California
5650,853400946,'Til The End My Dear: a new album,successful,Music,Sophocles Steve,Los Angeles,6049,6181,79,29,Yes,897.0,161,1,4.0,34.018239975,-118.39637756350001,California
5653,2058236337,"Riddle & The Stars ~ ""This is Happening"" let's make cds!",successful,Music,Bobbo Byrnes,Huntington Beach,2500,2560,39,24,No,,120,2,7.0,33.698020935100004,-118.0089073181,California
5654,492131895,The Pretty Uglies to become a reality!,failed,Publishing,Rebecca Neet,Pittsfield,1000,200,8,29,Yes,198.0,27,1,0.0,42.4514961243,-73.2718505859,Massachusetts
5655,1544431044,Generous Life Radio - Takes Flight!,failed,Publishing,Mike Stickler,Reno,50000,75,2,24,Yes,528.0,12,1,0.0,39.5116539001,-119.88150405879999,Nevada
5656,1109711210,EBear & Flock,failed,Film & Video,Josh E Campbell,Rockford,1000,1,1,59,No,,3,1,0.0,42.264043808000004,-89.06477355959998,Illinois
5657,750865795,CactusCon 2014,successful,Technology,CactusCon,Chandler,2000,2677,74,29,No,,22,2,0.0,33.2785797119,-111.8654632568,Arizona
5659,867072285,The Jo March Vlog,successful,Film & Video,Candace Kaw,Tampa,500,585,14,29,Yes,868.0,144,1,3.0,27.999587059,-82.4777145386,Florida
5661,753091854,The Best Podcast Story Ever: Phoenix Down: Katz's Story,failed,Publishing,Team Nova Productions,Hartford,1300,100,4,29,No,,12,1,1.0,41.758859634400004,-72.6864967346,Connecticut
5663,71429175,Nonsense Words! A Research Based App for Early Readers,failed,Games,Johnny Hamilton,Los Angeles,6500,420,11,28,No,,14,1,1.0,34.018239975,-118.39637756350001,California
5664,1845706857,Kasey Rausch: New Album!,successful,Music,Kasey Rausch,Kansas City,6500,7770,189,31,Yes,1574.0,1348,1,1.0,39.075366973899996,-94.5754852295,Missouri
5667,1661088880,Two Days to Pay,failed,Film & Video,Calvin Berry,Worcester,200000,2717,43,29,Yes,347.0,332,1,0.0,42.2796764374,-71.8049354553,Massachusetts
5668,1848784820,External USB Battery Pack- Limefuel IP66 Rugged 15000mAh,successful,Technology,Limefuel,Boulder,30000,160504,1596,29,No,,199,1,19.0,40.035774231,-105.2821121216,Colorado
5669,1893873254,Professional Cases for Professional Gamers,failed,Technology,Arlen R. Hill Jr.,Pace,10000,1408,16,29,Yes,2.0,28,1,0.0,30.6145830154,-87.15712738040001,Florida
5671,1011078798,Share the food truck love and get A Moveable Feast moving!,successful,Food,Brennan Summers,Grand Rapids,5000,7052,52,29,Yes,198.0,214,1,6.0,42.9535865784,-85.6412391663,Michigan
5672,268727422,Any Size Sexy's Space to Create: A Multipurpose Dance Studio,failed,Dance,Dionna Butler,Pittsburgh,78000,3733,44,29,Yes,3713.0,148,1,2.0,40.4323062897,-79.9538764954,Pennsylvania
5676,1803950776,Amazing America - Scenes From the Mother Road,failed,Photography,Dan Harvell,Chicago,7500,15,3,29,Yes,322.0,17,7,2.0,41.8408851624,-87.72951889040002,Illinois
5677,140462051,"Artificial Intelligence for Humans, Vol 2: Nature Algorithms",successful,Publishing,Jeff Heaton,St. Louis,2500,10375,418,29,Yes,92.0,620,2,16.0,38.6356201172,-90.3082389832,Missouri
5678,731911839,20 YEARS OF MADNESS - Finishing Funds,successful,Film & Video,Jeremy Royce,Los Angeles,15000,15221,254,29,Yes,866.0,675,2,11.0,34.018239975,-118.39637756350001,California
5679,1257133379,STICKER PACK - SERVINGTHEFIENDS,failed,Art,Luis Jesus Salmon,Chicago,1250,118,6,29,No,,35,1,1.0,41.8408851624,-87.72951889040002,Illinois
5680,214514721,Kawaii's Perfect American Doll,failed,Design,Kawaii Ball,Smyrna,25000,526,5,29,Yes,409.0,13,2,7.0,33.878351211500004,-84.5092163086,Georgia
5683,1380480055,Lauren Riley Debut Album,successful,Music,Lauren Riley,Phoenix,8000,8149,66,44,Yes,1264.0,301,1,0.0,33.583984375,-112.1066093445,Arizona
5684,1389098104,Fusion Chess: Futbol and American Football,failed,Games,Raymond J. Connor,King of Prussia,4321,139,3,29,Yes,411.0,19,1,1.0,40.077096939099995,-75.3633995056,Pennsylvania
5685,349073467,Ride or Die,failed,Film & Video,Alec Tibaldi and Sarah Silberfeld,Los Angeles,4635,1505,17,29,No,,111,1,0.0,34.018239975,-118.39637756350001,California
5686,948309192,3 months in '13,failed,Film & Video,Marian Aleta Jones,Austin,8000,2745,17,29,Yes,262.0,117,1,0.0,30.326808929400002,-97.7589683533,Texas
5687,1892296587,The Giants and the Smalls: The Adventures of Rimi and Ritt,failed,Publishing,Nicholas Townsend Smith,Salt Lake City,10000,889,28,28,No,,73,1,1.0,40.7298851013,-111.8337440491,Utah
5688,896781210,Artwork from Azerbaijan-2015 Calendar,failed,Publishing,Yung-Kang Sun,Fort Worth,500,6,2,59,No,,1,2,0.0,32.7541923523,-97.2952842712,Texas
5689,137634829,Spring Student Dance Concert 2014,successful,Dance,SSDC 2014,Eugene,1000,1165,13,29,No,,186,1,1.0,44.0585308075,-123.0980224609,Oregon
5690,1910592484,"""The Owl That Didn’t Say Who"" audio CD Project",failed,Publishing,Michael E. Mitchell,Omaha,3000,100,1,29,Yes,496.0,22,1,0.0,41.2783527374,-96.0463943481,Nebraska
5692,793456172,"Manitoulin Mornings, Manitoulin's Lifestyle Magazine",failed,Publishing,Carmen Runnalls,North Ontario,5000,223,4,29,Yes,572.0,299,1,2.0,34.076812744099996,-117.6112632751,California
5693,1592269708,"Party Babas Presents ""Spacey Whale"" at How Weird 2014",successful,Art,Yuliya R,San Francisco,500,604,25,14,Yes,348.0,257,2,1.0,37.7776432037,-122.4472618103,California
5694,1177530098,Voices of Us,failed,Publishing,Eugene Edwards,Catskill,7500,105,3,34,Yes,216.0,8,1,1.0,42.2063751221,-73.931640625,New York
5695,1306690582,Player In My Day(tm) - A Sporting Gear / Apparel Brand,failed,Fashion,"Kent Mihlbauer, Ed Miller, Robbie Lunday",Costa Mesa,25000,4015,40,37,Yes,232.0,192,1,2.0,33.6562309265,-117.901348114,California
5696,271336538,Kinda Fancy Bikinis - An SF Surf Company,successful,Fashion,"Lindsey, Lauren and Colin",San Francisco,15000,19501,210,29,Yes,697.0,1688,1,2.0,37.7776432037,-122.4472618103,California
5697,1359690931,59 Days in New York - A Musical Comedy for Online Audiences,successful,Film & Video,May-Elise Martinsen,Brooklyn,8700,13045,71,29,Yes,406.0,285,1,0.0,40.6455001831,-73.9613761902,New York
5698,727372553,MISSTEPS,failed,Film & Video,Nina Vincent /  4 O'Clock Productions,Albuquerque,14000,765,14,29,Yes,500.0,85,1,0.0,35.095998764,-106.58020019530001,New Mexico
5699,1458205943,Powered by Hugs!,failed,Film & Video,Corey Engdahl,Venice,2000,51,2,29,Yes,59.0,37,1,0.0,33.9863414764,-118.46725463870001,California
5700,881157186,Prairieism: A Grassland Art and Educational Exhibit,successful,Art,Brendon McCampbell,Ellis,800,847,14,9,Yes,804.0,114,1,0.0,38.9499931335,-99.5505523682,Kansas
5701,975164714,Michale Graves “Wanderer” Album – Follow-up to “Vagabond”,successful,Music,Michale Graves,Philadelphia,15000,19147,185,14,Yes,4426.0,2706,5,0.0,40.0138053894,-75.1232452393,Pennsylvania
5702,722016734,Maine Island Photography Project,failed,Publishing,Lisa Rogers & Dylan Pardue,Dennysville,10000,66,3,29,Yes,208.0,1,1,1.0,44.872238,-67.40070300000001,Maine
5703,1686261135,Questlandia,successful,Games,Hannah Shaffer,Northampton,1700,6434,251,28,No,,162,1,10.0,42.3269672394,-72.6351203918,Massachusetts
5704,680867045,"Time to Throw Down, Pottery Style!",failed,Art,Cherlyn Scofield,Salem,750,5,1,29,Yes,162.0,12,6,12.0,44.9451370239,-123.0311775208,Oregon
5705,518000577,Ikonik Outfitters: Minimal and Stylish Design,failed,Fashion,Andreas Beasley,Las Vegas,20000,1,1,34,Yes,1497.0,40,1,0.0,36.1593837738,-115.1843681335,Nevada
5706,1868013948,Rigamo Short Film & Comic Book,successful,Film & Video,Che Grayson and Sharon De La Cruz,New York,2100,4101,79,29,No,,669,1,2.0,40.706577300999996,-73.8823738098,New York
5708,1684923641,Finding Islands EP,successful,Music,Jenyi Lee,Brooklyn,2000,2227,65,26,Yes,1871.0,152,1,0.0,40.6455001831,-73.9613761902,New York
5709,1657650500,Beautiful Ruins,failed,Art,Timothy Parks,Saco,9000,1393,28,29,Yes,24.0,86,1,1.0,43.5123386383,-70.4375457764,Maine
5710,646709809,Penguins Vs. Possums Trade Paperback,successful,Comics,John Bring,Burbank,2700,4465,95,29,No,,520,2,5.0,34.1951656342,-118.337600708,California
5711,170031544,The GRAB Productions: Gracefully Reaching Absent Boundaries,successful,Dance,The GRAB Productions,Pittsburgh,1111,1355,19,22,Yes,83.0,124,2,2.0,40.4323062897,-79.9538764954,Pennsylvania
5712,1479270728,GateKeeper: Android/iOS Bluetooth Tracker/Proximity Lock Key,successful,Technology,CoolCAD Electronics LLC,College Park,12000,40050,760,29,No,,192,1,6.0,39.0001659393,-76.9254341125,Maryland
5713,727881966,J.Q. Whitcomb and Five Below - The New Album,successful,Music,J.Q. Whitcomb,Santa Fe,6500,7750,127,20,Yes,1328.0,165,1,4.0,35.6675376892,-105.9667243958,New Mexico
5714,45054962,"The Road Below - publishing, publicity, and book tour",failed,Publishing,Liz Perez,Corpus Christi,5000,205,6,29,Yes,351.0,72,1,0.0,27.730249404899997,-97.3974189758,Texas
5715,1134416207,The Ugly Friend Series Kickstarter,failed,Film & Video,Dana Alyss (Stemrich),Los Angeles,1500,910,20,29,Yes,1218.0,193,1,0.0,34.018239975,-118.39637756350001,California
5716,617897417,Brighter Connections Theatre 2014,successful,Theater,Katie O'Leary,Dayton,550,750,9,30,Yes,701.0,28,1,0.0,39.7540378571,-84.1778907776,Ohio
5717,2117680823,"Ryu-Kon 2014, a creative new omni-con in Buffalo, NY",failed,Games,Ryu-Kon 2014,Buffalo,9000,156,6,29,Yes,106.0,17,1,0.0,42.906599044800004,-78.8306770325,New York
5719,1808462526,The Ultimate Sports Bottle: Complete Hydration,failed,Design,Conner + Fred Wakeman,Greenwich,5000,194,9,29,Yes,661.0,5,4,7.0,41.046377182,-73.6447906494,Connecticut
5720,1428694046,Shades Of Claret:Stories for sadists & they who ache for the,successful,Publishing,Mistrix E,Chicago,2200,2200,24,20,No,,1,2,2.0,41.8408851624,-87.72951889040002,Illinois
5721,1188978867,GODDESS | Designer Streetwear For All!,failed,Fashion,David Siferd,New York,5000,475,13,29,Yes,646.0,70,1,2.0,40.706577300999996,-73.8823738098,New York
5722,229410461,Beauty For Ashes CD Project,failed,Music,Benita B. Williams,Triangle,10950,415,10,36,Yes,663.0,76,1,2.0,35.486252,-80.995079,North Carolina
5724,1586777105,City of Dreams? - Rising from The Ashes of The Past,failed,Film & Video,Ed Cell,Detroit,15000,5,1,58,Yes,874.0,13,1,0.0,42.3546390533,-83.1028404236,Michigan
5725,898574408,The Savoir-Faire Fashion Showcase,failed,Fashion,Andrea Cooper,El Segundo,7000,200,7,29,Yes,450.0,31,1,2.0,33.939044952399996,-118.42513656620001,California
5726,1694210516,Raw Design:  A new type of T-shirt company,failed,Fashion,Michael Watts,Washington,5000,360,4,39,No,,15,1,0.0,38.9201526642,-76.9954147339,Maryland
5727,1108901248,Ink King Clothing,failed,Fashion,James Hileman,Mesa,3000,50,2,44,Yes,175.0,70,2,0.0,33.428762435900005,-111.7342910767,Arizona
5728,539385633,Summer of Security,failed,Technology,Anthony Valente,Williamsburg,53000,126,4,29,Yes,164.0,24,1,0.0,40.7089233398,-73.9557342529,New York
5729,831761274,The In-Between Web Series,failed,Film & Video,Whitley Porter,San Bernardino,1000,220,5,28,Yes,1133.0,99,2,0.0,34.0919837952,-117.36022949219999,California
5730,1344650041,Tyrone Barnes' First Artist Alley Project,failed,Art,"D. Tyrone Barnes, II",Washington,1000,206,4,30,Yes,194.0,28,1,22.0,38.9201526642,-76.9954147339,Maryland
5731,547958892,Matt Archer Series Audio Books,successful,Publishing,Kendra C. Highley,Dallas,2500,2551,34,29,Yes,231.0,88,1,5.0,32.832572936999995,-96.79934692379999,Texas
5732,840671848,Book Bikemobile: Delivering books and a love of reading!,successful,Art,Liz Phipps-Soeiro,Cambridge,2100,2810,55,29,Yes,259.0,383,1,2.0,42.3795871735,-71.1172027588,Massachusetts
5733,352481463,SCREW GRABBER - Holds Non-Magnetic Screws Tight,successful,Design,Phillip Kauffman,Los Angeles,18000,19247,1021,29,Yes,439.0,865,1,24.0,34.018239975,-118.39637756350001,California
5735,1065956109,New Work for the Desert,successful,Dance,Beth Gill,New York,8000,8636,187,20,Yes,984.0,346,2,9.0,40.706577300999996,-73.8823738098,New York
5736,1640303303,Dungeon Crawl Classics World Tour 2014,successful,Games,Goodman Games,San Jose,8000,13333,109,29,No,,268,5,4.0,37.3191394806,-121.8499755859,California
5737,1941213824,Mending A Broken Image: Iran,failed,Photography,Timothy Weaver,Columbus,11000,1868,48,44,Yes,523.0,635,2,5.0,39.9959201813,-82.9749565125,Ohio
5738,741560916,KILLER COLLECTION,failed,Comics,Kenny Keen,Martinsville,1500,652,19,29,Yes,1664.0,85,1,25.0,36.694841384899995,-79.874370575,Virginia
5739,1009461870,"Bookends: Vol. 1, 2, 3",successful,Music,Evan Riley,Madison,3500,5511,59,29,Yes,309.0,246,1,0.0,43.0567493439,-89.41492843629999,Wisconsin
5740,523640429,Behind the Concrete Walls,failed,Film & Video,Geoffrey Dukes,Chicago,10000,2031,43,23,Yes,583.0,218,2,1.0,41.8408851624,-87.72951889040002,Illinois
5742,894962759,64 BIT DIGITAL DEPRAVITY - CD FUND,failed,Music,ANDRAKO,Albuquerque,1000,88,6,30,No,,16,1,0.0,35.095998764,-106.58020019530001,New Mexico
5744,1135013120,Invisible Strings,failed,Film & Video,Never Know Productions,Washington,20000,585,22,31,No,,732,1,0.0,38.9201526642,-76.9954147339,Maryland
5747,977823843,The Shopping Affair,successful,Film & Video,LeoKays,Buffalo,10000,10051,91,27,Yes,307.0,245,1,10.0,42.906599044800004,-78.8306770325,New York
5750,896476580,RIFT Blackbox Theater,successful,Dance,Jared Sharon,Miami,10000,10176,46,29,Yes,413.0,323,1,0.0,25.788707733200003,-80.25025177,Florida
5751,260718720,Epic Brawl,failed,Games,Art Dylan Stolz,Syracuse,5000,40,5,29,Yes,180.0,2,1,1.0,43.041278839099995,-76.1411743164,New York
5752,236549098,Lee Thompson's Thriller A BEAUTIFUL MADNESS Audiobook,failed,Publishing,Lee Thompson,Bay City,3000,196,6,29,No,,7,1,0.0,43.6005153656,-83.8832969666,Michigan
5754,1293032677,Campus Beer Run 3D - Drunk College Endless Runner Game App,failed,Games,Wutango Media,Seattle,6000,290,6,29,Yes,640.0,1,1,0.0,47.6120109558,-122.30503845209999,Washington
5755,814379691,The Austin Comedy Short Film Festival,successful,Film & Video,Mikel Fair,Austin,1000,1202,22,29,Yes,907.0,53,1,0.0,30.326808929400002,-97.7589683533,Texas
5756,1773160488,HOBY Returns to New Mexico,successful,Film & Video,HOBY Returns to New Mexico,Albuquerque,5000,5161,51,23,No,,47,1,1.0,35.095998764,-106.58020019530001,New Mexico
5757,738221857,Rebecca Case Watercolor Prints,successful,Art,Rebecca Case,North Phoenix,1500,1516,26,29,Yes,368.0,240,1,0.0,33.6037502289,-112.06238937379999,Arizona
5759,1132614169,A Grim Tale,successful,Film & Video,UTV62,Flagstaff,1200,1451,43,10,No,,245,1,0.0,35.1915149689,-111.6301574707,Arizona
5760,1826676531,Gladstone Cultural Festival.,failed,Art,Steve Leitz,Gladstone,5000,50,2,29,Yes,414.0,14,1,0.0,45.3808250427,-122.5944366455,Oregon
5761,39554127,Wanted - Short Film,successful,Film & Video,Nathan Jacobson,Cincinnati,10000,11453,164,23,Yes,442.0,1119,1,1.0,39.1339111328,-84.5389060974,Kentucky
5762,1323528790,Moldable clay bracelet former,failed,Art,Nancy,Jacobus,7000,5,1,29,No,,0,1,0.0,39.8815860748,-76.7245941162,Pennsylvania
5765,751259031,"The Black Devils, Victory Remembered",successful,Film & Video,Les Owen,Bowie,4800,7361,67,29,Yes,837.0,869,1,3.0,38.9557418823,-76.7627487183,Maryland
5766,448714962,"Script Workshop for ""Red Stick""",failed,Theater,J. Oliver Glasgow,Atlanta,10000,280,7,29,No,,20,1,0.0,33.813949585,-84.41580963130001,Georgia
5767,613930356,3 Dyrectyonal Urban SportsWare is a customize clothing line!,failed,Fashion,Howard Lee,Washington,12500,5,1,51,Yes,989.0,27,1,0.0,38.9201526642,-76.9954147339,Maryland
5768,804724716,Day of the Dead Photography Fund,successful,Photography,Heather Sefcik,Burlington,300,300,7,29,Yes,118.0,29,1,0.0,44.4820671082,-73.24683761600001,Vermont
5769,486223467,Jewelry Collection and LA Expo at The Startup USA,failed,Fashion,Cory Boan,San Francisco,5000,866,7,20,No,,64,1,1.0,37.7776432037,-122.4472618103,California
5770,336536314,Real Beauty Campaign,failed,Art,Jenna Christine,Sioux City,2000,80,2,29,Yes,185.0,4,5,1.0,42.5007076263,-96.39142990110001,Iowa
5772,1809778090,Farmington Bay and Logan Historical Buildings,failed,Photography,Trevor Williams,Farmington,2500,10,1,29,Yes,116.0,8,1,0.0,40.9753170013,-111.88150405879999,Utah
5773,214047807,Good Faith,successful,Film & Video,Robert Everidge & Charles Beck,Orlando,1000,1205,21,29,Yes,342.0,79,1,0.0,28.4906749725,-81.3569107056,Florida
5776,1752970898,Mantis and Cricket: Bug out with this nimble multi-tool duo,successful,Design,Jeff Morin,Fredericksburg,5000,40500,966,38,Yes,469.0,146,5,135.0,38.359704971300005,-77.4829330444,Virginia
5777,152934461,Help bring the BCC Commission to life!,successful,Art,Bellingham Chamber Chorale,Bellingham,3000,3285,43,29,Yes,1168.0,294,1,0.0,48.7534160614,-122.4897193909,Washington
5783,1739848945,Moonlighting: Ali's Senior Thesis Collection,successful,Fashion,Alexandra Weibel,Cincinnati,1200,1200,19,55,No,,144,1,7.0,39.1339111328,-84.5389060974,Kentucky
5785,1982398843,Dabster Clothing - Likeminded Gear For Likeminded People,failed,Fashion,Ethan Aaron Vandal,Las Vegas,25000,5,1,29,Yes,274.0,37,1,3.0,36.1593837738,-115.1843681335,Nevada
5786,1054799365,MILES,successful,Film & Video,Oliver Daly,Los Angeles,40000,43208,190,29,Yes,1171.0,591,1,9.0,34.018239975,-118.39637756350001,California
5787,583895567,Past The Stars EP,successful,Music,Hunter Fraser,Minneapolis,1800,2291,37,31,Yes,518.0,252,1,0.0,45.023744583100004,-93.2645683289,Minnesota
5788,1862707999,UPside Dance Presents 'Strum' with Composer Mark Growden,successful,Dance,UPside Dance Company,Healdsburg,3500,4154,57,41,No,,332,1,2.0,38.607612609899995,-122.88208007809999,California
5789,1046180187,The Road to Literacy,failed,Publishing,Emma Benschop,Los Angeles,9000,2055,57,29,Yes,603.0,349,1,0.0,34.018239975,-118.39637756350001,California
5792,2067938163,Fuel Osimer's North American Tour,successful,Music,Osimer,Los Angeles,4000,5134,55,15,Yes,1010.0,245,1,1.0,34.018239975,-118.39637756350001,California
5793,741700428,"""All Is Good, Then,"" etc. CD Releases",failed,Music,Michael McGuire,Cleveland,800,30,2,14,Yes,418.0,14,6,0.0,41.5018901825,-81.6546592712,Ohio
5794,1625831034,MLK & The Grey Ghost,failed,Publishing,Patti Ryan,Birmingham,3800,2831,25,12,Yes,248.0,416,1,0.0,33.501335144,-86.7965354919,Alabama
5796,2038308866,Print Posters of Anastazia Nichole,successful,Photography,Wesley Weaver,Seattle,425,505,17,8,Yes,936.0,328,1,0.0,47.6120109558,-122.30503845209999,Washington
5797,1764085173,"So Bad, It's Good 2: Electric Bookaloo",successful,Publishing,Edward Scimia,Bethel,2500,3101,83,20,Yes,181.0,114,2,11.0,41.367044448899996,-73.4124107361,Connecticut
5799,1139281381,LIT SOUL - Love at War (music album),successful,Music,Rob Chevelle - LIT SOUL,Hollywood,1000,1101,32,40,Yes,2546.0,671,1,0.0,34.0956726074,-118.3318099976,California
5800,1412325205,It is rain in my face.,successful,Music,Mat Jones,Brooklyn,400,440,13,15,Yes,179.0,33,1,0.0,40.6455001831,-73.9613761902,New York
5801,330742354,"""My Life As Julia Roberts, Snapshots Of A LIfe",successful,Publishing,My Life As Julia Roberts,Carmel-by-the-Sea,1400,1550,23,29,Yes,1764.0,509,1,4.0,36.5386657715,-121.9112129211,California
5803,501242899,Rainwater Harvesting at Roskruge Bilingual Elementary School,failed,Technology,"Reynaldo Mendoza, Ella Anguiano",Tucson,11464,157,6,39,No,,0,1,0.0,32.1805992126,-110.8912467957,Arizona
5804,978201460,"New Album ""Color Wheel"" by Dave Menzo",successful,Music,Dave Menzo,Ann Arbor,3000,3310,63,22,Yes,2902.0,381,1,2.0,42.271152496300004,-83.7333908081,Michigan
5805,506248482,An Empty Chamber (Short Film),successful,Film & Video,Kevin K. Vafi,Los Angeles,6995,7550,76,24,Yes,871.0,267,1,5.0,34.018239975,-118.39637756350001,California
5806,403727457,"Neil LaBute's ""FAT PIG"" Los Angeles 2014!!!",successful,Theater,Deidra Edwards,Los Angeles,18000,18261,114,29,No,,535,1,2.0,34.018239975,-118.39637756350001,California
5808,1788445342,Edge Headphone Stand,successful,Design,Edge Industries,Palo Alto,5000,11211,224,29,No,,22,1,5.0,37.4288520813,-122.1566390991,California
5809,1395820121,The Turtles: An illustrated children's book,failed,Publishing,Toti Plascencia,Chicago,7874,85,4,37,No,,8,1,12.0,41.8408851624,-87.72951889040002,Illinois
5810,594474895,Help Alpha Union fund their new record!,successful,Music,Alpha Union,Miami,3000,3000,36,42,No,,1739,1,1.0,25.788707733200003,-80.25025177,Florida
5811,377686768,Forty Feet Tall's Debut Album.,successful,Music,Forty Feet Tall,Los Angeles,5000,7001,93,39,No,,466,1,1.0,34.018239975,-118.39637756350001,California
5814,574098412,Atomic Pizza is Moving... One Block,successful,Food,Atomic Pizza,Portland,32500,32568,171,27,Yes,241.0,930,1,4.0,45.538421630900004,-122.666431427,Oregon
5815,1734295302,The Cure Film,successful,Film & Video,Elisa Logan,Los Angeles,10000,11495,27,27,Yes,899.0,268,1,0.0,34.018239975,-118.39637756350001,California
5816,975499351,"Dabville Bhombers ""Shatter-tastic"" Jerseys and Tees",failed,Fashion,OTW Graphics,San Jose,1200,60,1,29,No,,0,1,0.0,37.3191394806,-121.8499755859,California
